Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
5223,21557,0,0,deny,91,91,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
58318,445,0,0,drop,66,66,0,1,0,1,0
64530,53,39688,53,allow,261,87,174,4,46,2,2
64693,26467,0,0,deny,62,62,0,1,0,1,0
6973,80,6973,80,allow,132958,3923,129035,143,38,53,90
53713,26085,40044,26085,allow,70,70,0,1,5,1,0
14205,53,14205,53,allow,233,91,142,2,31,1,1
50625,80,24486,80,allow,8688,4248,4440,56,131,34,22
52113,19619,19801,19619,allow,70,70,0,1,4,1,0
64999,445,0,0,drop,66,66,0,1,0,1,0
4111,25174,0,0,deny,146,146,0,1,0,1,0
57982,64147,0,0,deny,66,66,0,1,0,1,0
53751,445,0,0,drop,66,66,0,1,0,1,0
52088,445,0,0,drop,66,66,0,1,0,1,0
47832,50584,0,0,deny,62,62,0,1,0,1,0
10909,30975,0,0,deny,148,148,0,1,0,1,0
53759,80,20494,80,allow,997,582,415,11,315,6,5
51468,445,0,0,drop,70,70,0,1,0,1,0
55132,445,0,0,drop,70,70,0,1,0,1,0
51847,32112,38487,32112,allow,70,70,0,2,9,2,0
21108,25174,0,0,deny,62,62,0,1,0,1,0
52955,445,0,0,drop,70,70,0,1,0,1,0
56254,80,61838,80,allow,1196,682,514,12,15,6,6
33228,443,46001,443,allow,2567,1173,1394,19,179,8,11
53802,59932,27956,59932,allow,320,140,180,6,6,3,3
56655,80,36577,80,allow,234,234,0,4,12,4,0
49206,443,56721,443,allow,7875,1817,6058,41,255,19,22
65257,443,11599,443,allow,4019,708,3311,16,137,7,9
61209,445,0,0,drop,66,66,0,1,0,1,0
52459,33890,0,0,deny,60,60,0,1,0,1,0
55022,53,15240,53,allow,195,102,93,2,30,1,1
63885,445,0,0,drop,66,66,0,1,0,1,0
64070,53,27144,53,allow,258,110,148,2,30,1,1
59347,445,0,0,drop,70,70,0,1,0,1,0
56297,445,0,0,drop,70,70,0,1,0,1,0
55745,53,56029,53,allow,199,102,97,2,30,1,1
49480,53,4215,53,allow,168,78,90,2,29,1,1
65433,445,0,0,drop,66,66,0,1,0,1,0
54124,443,47726,443,allow,13210,3034,10176,47,153,19,28
50620,50584,0,0,deny,66,66,0,1,0,1,0
55312,443,20877,443,allow,7952,3638,4314,36,149,17,19
51172,44847,0,0,deny,66,66,0,1,0,1,0
63902,22928,21119,22928,allow,504,382,122,8,15,6,2
53906,44512,0,0,deny,62,62,0,1,0,1,0
55003,443,26179,443,allow,7925,2114,5811,27,37,16,11
38970,443,29135,443,allow,4144,2479,1665,19,361,10,9
52426,53,52426,53,allow,310,94,216,2,31,1,1
50292,80,5743,80,allow,442,250,192,8,44,5,3
59089,443,40663,443,allow,77560,5020,72540,93,121,34,59
64554,53,13352,53,allow,199,102,97,2,29,1,1
53782,443,62733,443,allow,499,425,74,4,0,3,1
56104,53,14895,53,allow,204,104,100,2,30,1,1
58316,445,0,0,drop,70,70,0,1,0,1,0
62306,445,0,0,drop,70,70,0,1,0,1,0
56426,53,19941,53,allow,184,94,90,2,31,1,1
45410,1,0,0,deny,62,62,0,1,0,1,0
23061,23,0,0,deny,60,60,0,1,0,1,0
11235,30188,0,0,deny,62,62,0,1,0,1,0
64791,443,34950,443,allow,4725,1727,2998,11,121,6,5
64561,53,25485,53,allow,270,94,176,2,30,1,1
53755,45416,43327,45416,allow,320,140,180,6,6,3,3
26499,80,26499,80,allow,168957,11365,157592,202,31,90,112
55236,53,27697,53,allow,196,102,94,2,29,1,1
3478,61463,0,0,deny,944,944,0,1,0,1,0
63937,53,33435,53,allow,183,94,89,2,30,1,1
41166,443,62560,443,allow,8933,1938,6995,21,16,12,9
61400,64147,0,0,deny,62,62,0,1,0,1,0
53830,443,40467,443,allow,499,425,74,4,0,3,1
57353,443,50919,443,allow,70,70,0,1,5,1,0
56486,445,0,0,drop,70,70,0,1,0,1,0
64912,53,63953,53,allow,356,118,238,2,30,1,1
50072,443,58353,443,allow,827,484,343,8,15,5,3
1620,53567,0,0,deny,62,62,0,1,0,1,0
52199,445,0,0,drop,66,66,0,1,0,1,0
50316,25604,0,0,deny,62,62,0,1,0,1,0
60944,443,4014,443,allow,5081,896,4185,16,70,8,8
64715,53,61600,53,allow,209,110,99,2,30,1,1
56409,53,61903,53,allow,199,102,97,2,31,1,1
49160,44512,0,0,deny,146,146,0,1,0,1,0
45941,23386,0,0,deny,60,60,0,1,0,1,0
65514,53,32610,53,allow,214,110,104,2,31,1,1
33524,10387,0,0,deny,159,159,0,1,0,1,0
59000,443,41990,443,allow,9876,5325,4551,25,131,14,11
13279,10387,0,0,deny,159,159,0,1,0,1,0
51499,445,0,0,drop,70,70,0,1,0,1,0
54957,53,32234,53,allow,102,102,0,1,30,1,0
50466,53,34951,53,allow,199,102,97,2,30,1,1
60385,59696,28455,59696,allow,70,70,0,2,8,2,0
50395,443,41606,443,allow,6205,2761,3444,25,28,14,11
8622,64147,0,0,deny,66,66,0,1,0,1,0
49246,53,51289,53,allow,164,86,78,2,31,1,1
64540,53,45439,53,allow,179,94,85,2,30,1,1
62412,445,0,0,drop,70,70,0,1,0,1,0
60246,44612,0,0,deny,62,62,0,1,0,1,0
55677,53,14201,53,allow,177,94,83,2,29,1,1
54259,443,22869,443,allow,7508,2864,4644,18,75,11,7
61660,64097,0,0,deny,62,62,0,1,0,1,0
65466,53,26406,53,allow,248,94,154,2,30,1,1
55708,445,0,0,drop,70,70,0,1,0,1,0
52221,53,60196,53,allow,164,78,86,2,29,1,1
55646,53,39790,53,allow,760,97,663,2,31,1,1
52621,443,59205,443,allow,190,70,120,4,15,2,2
52912,53,52912,53,allow,237,91,146,2,32,1,1
62880,445,0,0,drop,70,70,0,1,0,1,0
47092,15000,12405,15000,allow,138,78,60,2,5,1,1
50443,53,37606,53,allow,788,108,680,2,31,1,1
61007,445,0,0,drop,70,70,0,1,0,1,0
56872,21247,0,0,deny,74,74,0,1,0,1,0
56374,53,12810,53,allow,177,94,83,2,29,1,1
2980,53,2980,53,allow,216,90,126,2,30,1,1
55067,53,2725,53,allow,164,84,80,2,31,1,1
49620,53,9957,53,allow,211,110,101,2,29,1,1
48754,80,48754,80,allow,560,264,296,9,44,5,4
1081,21162,0,0,deny,146,146,0,1,0,1,0
27563,443,27563,443,allow,1181,722,459,10,147,6,4
52729,443,62575,443,allow,9026,3447,5579,50,45,26,24
49372,53,57735,53,allow,210,110,100,2,30,1,1
56804,53,22833,53,allow,760,96,664,2,31,1,1
38329,80,52994,80,allow,350,210,140,6,16,4,2
62089,8604,0,0,deny,66,66,0,1,0,1,0
39345,80,26537,80,allow,918,461,457,9,16,6,3
55147,53,9806,53,allow,184,94,90,2,30,1,1
56608,443,21691,443,allow,10062,1631,8431,25,19,14,11
50324,443,9934,443,allow,8725,2284,6441,17,120,8,9
53105,42707,0,0,deny,66,66,0,1,0,1,0
49844,80,65486,80,allow,18950,788,18162,23,89,8,15
50944,443,50944,443,allow,1210,637,573,14,25,7,7
54788,445,0,0,drop,70,70,0,1,0,1,0
21492,51505,0,0,deny,62,62,0,1,0,1,0
22927,48817,0,0,deny,143,143,0,1,0,1,0
65528,53,22092,53,allow,199,86,113,2,29,1,1
80,36466,0,0,deny,1514,1514,0,1,0,1,0
55906,445,0,0,drop,70,70,0,1,0,1,0
43686,443,17205,443,allow,6804,914,5890,22,257,10,12
62261,445,0,0,drop,70,70,0,1,0,1,0
55064,443,12029,443,allow,12611,3681,8930,26,61,15,11
56117,53,32150,53,allow,178,94,84,2,31,1,1
54438,62413,0,0,deny,66,66,0,1,0,1,0
52433,445,0,0,drop,66,66,0,1,0,1,0
51709,445,0,0,drop,70,70,0,1,0,1,0
31748,56205,0,0,deny,62,62,0,1,0,1,0
49949,53,60223,53,allow,186,95,91,2,31,1,1
60174,445,0,0,drop,70,70,0,1,0,1,0
63449,445,0,0,drop,70,70,0,1,0,1,0
51008,445,0,0,drop,70,70,0,1,0,1,0
59861,443,36199,443,allow,2128,828,1300,19,40,8,11
64797,445,0,0,drop,70,70,0,1,0,1,0
51819,80,5456,80,allow,5368,946,4422,16,77,9,7
54456,445,0,0,drop,66,66,0,1,0,1,0
6527,53,6527,53,allow,235,90,145,2,32,1,1
30960,45737,31575,45737,allow,330,330,0,6,3609,6,0
59919,445,0,0,drop,66,66,0,1,0,1,0
36770,56205,0,0,deny,62,62,0,1,0,1,0
52045,443,60420,443,allow,51604,4684,46920,70,133,28,42
46554,5228,16651,5228,allow,4520,2520,2000,40,3961,20,20
50102,17546,0,0,deny,66,66,0,1,0,1,0
59072,445,0,0,drop,66,66,0,1,0,1,0
65138,53,38637,53,allow,765,102,663,2,30,1,1
62384,445,0,0,drop,70,70,0,1,0,1,0
55116,445,0,0,drop,70,70,0,1,0,1,0
56948,53,35699,53,allow,93,93,0,1,30,1,0
54688,445,0,0,drop,70,70,0,1,0,1,0
64988,445,0,0,drop,66,66,0,1,0,1,0
55649,53,24364,53,allow,216,110,106,2,30,1,1
53482,53,51944,53,allow,168,78,90,2,30,1,1
64897,53,54215,53,allow,312,94,218,2,30,1,1
46014,53,46014,53,allow,414,268,146,3,33,2,1
62305,445,0,0,drop,70,70,0,1,0,1,0
51584,445,0,0,drop,70,70,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
55702,53,21809,53,allow,761,100,661,2,31,1,1
49205,443,49232,443,allow,512444,20822,491622,555,159,191,364
61658,445,0,0,drop,66,66,0,1,0,1,0
49568,445,0,0,drop,70,70,0,1,0,1,0
62765,16933,0,0,deny,66,66,0,1,0,1,0
65504,53,23026,53,allow,193,102,91,2,30,1,1
65090,53,43740,53,allow,209,102,107,2,30,1,1
23089,48817,0,0,deny,62,62,0,1,0,1,0
53671,80,50539,80,allow,956,502,454,12,15,7,5
45440,25,45440,25,allow,7679,1922,5757,34,17,15,19
55415,53,7035,53,allow,183,94,89,2,30,1,1
56579,53,36844,53,allow,288,94,194,2,30,1,1
58985,443,13213,443,allow,9218,1776,7442,28,23,13,15
51976,11816,28383,11816,allow,70,70,0,1,5,1,0
57106,443,27171,443,allow,38893,31305,7588,107,101,55,52
57070,30170,0,0,deny,146,146,0,1,0,1,0
58562,57587,0,0,deny,66,66,0,1,0,1,0
50899,80,62536,80,allow,13974043,173337,13800706,11715,134,2429,9286
40749,5222,28403,5222,allow,3474,915,2559,34,685,10,24
65241,53,1849,53,allow,198,102,96,2,30,1,1
44847,51365,14892,51365,allow,509,150,359,2,1200,1,1
63819,18445,34551,18445,allow,70,70,0,1,4,1,0
64992,53,21333,53,allow,177,94,83,2,29,1,1
42166,443,27279,443,allow,4057,966,3091,14,31,8,6
51827,445,0,0,drop,66,66,0,1,0,1,0
57043,53,58233,53,allow,166,86,80,2,30,1,1
55889,53,49760,53,allow,198,101,97,2,31,1,1
62131,50584,0,0,deny,66,66,0,1,0,1,0
27005,1402,23160,1402,allow,870,126,744,2,29,1,1
52205,24416,50314,24416,allow,136,136,0,3,13,3,0
65342,53,59254,53,allow,183,94,89,2,30,1,1
50127,64147,0,0,deny,66,66,0,1,0,1,0
54159,443,24398,443,allow,4723,2593,2130,16,137,8,8
80,53945,0,0,deny,60,60,0,1,0,1,0
51227,445,0,0,drop,70,70,0,1,0,1,0
55079,25174,0,0,deny,66,66,0,1,0,1,0
62066,443,9765,443,allow,3150,831,2319,13,135,6,7
49932,53,14546,53,allow,195,102,93,2,30,1,1
58510,445,0,0,drop,70,70,0,1,0,1,0
56804,445,0,0,drop,70,70,0,1,0,1,0
54993,53,49299,53,allow,410,109,301,4,32,2,2
55437,443,56917,443,allow,24415,1491,22924,34,131,14,20
55040,443,2837,443,allow,8558,1869,6689,31,236,14,17
49783,53,20382,53,allow,174,89,85,2,31,1,1
11319,443,11319,443,allow,179461,16904,162557,220,36,105,115
22733,26467,0,0,deny,62,62,0,1,0,1,0
64569,53,17459,53,allow,183,94,89,2,30,1,1
51893,63924,1367,63924,allow,70,70,0,1,5,1,0
48673,443,24154,443,allow,18147,9173,8974,42,175,24,18
58638,5900,0,0,deny,62,62,0,1,0,1,0
46808,25174,0,0,deny,146,146,0,1,0,1,0
60855,443,10736,443,allow,598135,40549,557586,873,251,326,547
50310,80,45251,80,allow,2958,1116,1842,15,83,8,7
50651,25174,0,0,deny,62,62,0,1,0,1,0
49418,22114,0,0,deny,66,66,0,1,0,1,0
61533,445,0,0,drop,70,70,0,1,0,1,0
44320,443,45352,443,allow,1657,1128,529,15,35,9,6
51697,445,0,0,drop,66,66,0,1,0,1,0
65078,53,50659,53,allow,177,94,83,2,30,1,1
50360,35440,0,0,deny,66,66,0,1,0,1,0
37066,443,58040,443,allow,9705,4332,5373,32,321,17,15
59629,80,40534,80,allow,1652,1264,388,10,17,4,6
60795,445,0,0,drop,70,70,0,1,0,1,0
41128,443,53510,443,allow,3474,2349,1125,29,3438,17,12
46486,53,46486,53,allow,414,268,146,3,34,2,1
56005,53,10080,53,allow,199,102,97,2,30,1,1
49339,445,0,0,drop,70,70,0,1,0,1,0
49524,80,21220,80,allow,1401,828,573,11,38,6,5
55384,53,51117,53,allow,194,102,92,2,30,1,1
49616,30188,0,0,deny,66,66,0,1,0,1,0
64422,53,42337,53,allow,176,90,86,2,30,1,1
63981,53,39748,53,allow,329,86,243,4,42,2,2
27005,27016,63808,27016,allow,879,126,753,2,30,1,1
1024,57470,0,0,deny,62,62,0,1,0,1,0
49165,53,17672,53,allow,212,102,110,2,29,1,1
55329,443,60850,443,allow,18284,2468,15816,42,26,22,20
61916,64097,0,0,deny,66,66,0,1,0,1,0
40923,53,40923,53,allow,200,90,110,2,29,1,1
59938,443,27868,443,allow,1820,1303,517,13,26,7,6
57321,443,61348,443,allow,5613,733,4880,16,14,9,7
64739,53,1998,53,allow,816,102,714,2,30,1,1
60172,445,0,0,drop,70,70,0,1,0,1,0
54808,445,0,0,drop,70,70,0,1,0,1,0
55818,443,58281,443,allow,5100,2001,3099,15,119,7,8
57346,53,23622,53,allow,210,110,100,2,29,1,1
48590,443,14073,443,allow,3538,2083,1455,17,256,9,8
47910,7454,0,0,deny,60,60,0,1,0,1,0
56477,443,27592,443,allow,5638,2934,2704,15,120,7,8
34335,23,0,0,deny,60,60,0,1,0,1,0
50654,80,39837,80,allow,3728,1504,2224,13,21,7,6
65524,443,51488,443,allow,282968,9210,273758,296,15,106,190
64755,443,45264,443,allow,23561,3667,19894,40,121,19,21
50005,53,14000,53,allow,199,102,97,2,30,1,1
42665,80,22230,80,allow,7651,2046,5605,16,91,10,6
53465,57470,0,0,deny,62,62,0,1,0,1,0
54973,1433,0,0,deny,60,60,0,1,0,1,0
51909,80,5336,80,allow,6057,4543,1514,16,15,9,7
55419,445,0,0,drop,66,66,0,1,0,1,0
38445,443,60732,443,allow,23571,4700,18871,60,48,30,30
45563,443,24709,443,allow,1022491,42917,979574,1099,36,416,683
41213,25174,0,0,deny,62,62,0,1,0,1,0
47879,443,13971,443,allow,37598,2397,35201,53,239,22,31
17777,30188,0,0,deny,62,62,0,1,0,1,0
80,8562,0,0,deny,74,74,0,1,0,1,0
58533,445,0,0,drop,70,70,0,1,0,1,0
51688,445,0,0,drop,70,70,0,1,0,1,0
1025,46776,0,0,deny,62,62,0,1,0,1,0
61354,445,0,0,drop,70,70,0,1,0,1,0
52687,445,0,0,drop,70,70,0,1,0,1,0
0,0,0,0,allow,244,244,0,2,0,2,0
55130,53,9076,53,allow,216,110,106,2,31,1,1
25457,25604,0,0,deny,62,62,0,1,0,1,0
57585,19750,0,0,deny,66,66,0,1,0,1,0
65471,53,5865,53,allow,441,90,351,4,48,2,2
65515,53,18245,53,allow,195,102,93,2,31,1,1
58956,80,51257,80,allow,2493,1830,663,12,15,6,6
53583,15354,6378,15354,allow,70,70,0,2,7,2,0
56775,20617,28248,20617,allow,70,70,0,2,8,2,0
65353,53,60832,53,allow,170,87,83,2,30,1,1
63141,445,0,0,drop,70,70,0,1,0,1,0
7539,30317,0,0,deny,62,62,0,1,0,1,0
55632,445,0,0,drop,70,70,0,1,0,1,0
65155,53,63407,53,allow,295,103,192,4,49,2,2
56652,445,0,0,drop,70,70,0,1,0,1,0
57359,53,20340,53,allow,458,188,270,6,31,3,3
42030,25,0,0,deny,74,74,0,1,0,1,0
5223,44091,0,0,deny,66,66,0,1,0,1,0
49752,53,64105,53,allow,193,102,91,2,30,1,1
56318,53,8880,53,allow,182,93,89,2,31,1,1
56748,53,43623,53,allow,184,94,90,2,31,1,1
59405,443,1405,443,allow,276,70,206,5,26,2,3
64958,53,26216,53,allow,194,99,95,2,31,1,1
56450,445,0,0,drop,66,66,0,1,0,1,0
43892,443,53731,443,allow,9754,4277,5477,27,330,14,13
56464,443,4268,443,allow,5058,913,4145,17,25,10,7
61119,53,61119,53,allow,217,90,127,2,29,1,1
57266,53,22077,53,allow,209,102,107,2,30,1,1
52719,445,0,0,drop,70,70,0,1,0,1,0
15503,27645,52952,27645,allow,480,149,331,2,1200,1,1
59787,443,23637,443,allow,276238,23971,252267,482,138,188,294
56832,23900,53161,23900,allow,130,70,60,2,5,1,1
20217,8333,0,0,deny,60,60,0,1,0,1,0
11295,40040,53425,40040,allow,213,89,124,4,54,2,2
58924,443,40571,443,allow,5168,700,4468,16,15,7,9
65025,53,23591,53,allow,347,94,253,2,30,1,1
5588,5588,0,0,allow,3354,1792,1562,46,194,23,23
62293,53,18482,53,allow,232,88,144,2,31,1,1
29413,53,29413,53,allow,217,82,135,2,32,1,1
52036,52608,31210,52608,allow,70,70,0,1,4,1,0
62516,445,0,0,drop,66,66,0,1,0,1,0
53155,28206,42266,28206,allow,70,70,0,2,8,2,0
57706,445,0,0,drop,70,70,0,1,0,1,0
49963,53,58470,53,allow,564,191,373,6,62,3,3
60440,53830,1700,53830,allow,320,140,180,6,6,3,3
56156,53,34308,53,allow,711,87,624,2,31,1,1
40254,443,35283,443,allow,7646,1024,6622,19,15,11,8
58088,8765,45865,8765,allow,336,150,186,6,89,3,3
64155,60043,0,0,deny,62,62,0,1,0,1,0
50883,80,64742,80,allow,204646,11741,192905,240,141,104,136
64036,53,28611,53,allow,360,93,267,4,57,2,2
50325,80,35970,80,allow,2535,783,1752,13,48,7,6
53763,50144,49298,50144,allow,492,306,186,8,16,5,3
5588,5588,0,0,allow,3354,1792,1562,46,195,23,23
61208,445,0,0,drop,66,66,0,1,0,1,0
49042,443,19321,443,allow,5792,1764,4028,24,31,14,10
55816,53,3790,53,allow,214,110,104,2,31,1,1
55760,53,12734,53,allow,182,94,88,2,30,1,1
51282,445,0,0,drop,70,70,0,1,0,1,0
56024,53,53250,53,allow,711,87,624,2,30,1,1
56101,53,1484,53,allow,188,96,92,2,40,1,1
49418,27018,39372,27018,allow,259,71,188,2,31,1,1
60617,64147,0,0,deny,62,62,0,1,0,1,0
443,20087,0,0,deny,83,83,0,1,0,1,0
49771,53,64611,53,allow,272,110,162,2,30,1,1
62489,23117,0,0,deny,66,66,0,1,0,1,0
5233,22683,23073,22683,allow,832,832,0,14,95,14,0
16883,22,0,0,deny,60,60,0,1,0,1,0
65499,53,27912,53,allow,182,102,80,2,30,1,1
55145,11392,0,0,deny,66,66,0,1,0,1,0
53609,38060,12354,38060,allow,70,70,0,2,8,2,0
56561,53,4757,53,allow,166,85,81,2,31,1,1
51990,42127,13506,42127,allow,70,70,0,2,8,2,0
36699,443,33647,443,allow,11086707,166045,10920662,9176,172,1285,7891
38300,443,24962,443,allow,200383,4673,195710,196,30,58,138
65278,53,33473,53,allow,403,91,312,4,34,2,2
58638,5900,0,0,deny,62,62,0,1,0,1,0
32997,50584,0,0,deny,62,62,0,1,0,1,0
13484,37965,0,0,deny,66,66,0,1,0,1,0
53256,443,33815,443,allow,6185,1994,4191,27,16,16,11
49364,80,23008,80,allow,1614,1300,314,10,15,5,5
53647,16194,65302,16194,allow,70,70,0,2,8,2,0
52870,22197,0,0,deny,66,66,0,1,0,1,0
39056,22114,0,0,deny,62,62,0,1,0,1,0
62919,445,0,0,drop,70,70,0,1,0,1,0
53093,443,27460,443,allow,6774,3651,3123,35,80,18,17
63672,22114,0,0,deny,66,66,0,1,0,1,0
56710,53,43417,53,allow,190,97,93,2,31,1,1
36368,80,60128,80,allow,78,78,0,1,5,1,0
59745,25174,0,0,deny,62,62,0,1,0,1,0
47141,50584,0,0,deny,62,62,0,1,0,1,0
5588,5588,0,0,allow,3354,1792,1562,46,194,23,23
40893,443,32829,443,allow,10450,3898,6552,20,135,11,9
64639,53,21872,53,allow,199,102,97,2,30,1,1
62699,445,0,0,drop,66,66,0,1,0,1,0
53432,445,0,0,drop,66,66,0,1,0,1,0
64803,53,39873,53,allow,102,102,0,1,30,1,0
55321,445,0,0,drop,70,70,0,1,0,1,0
34677,51185,0,0,deny,60,60,0,1,0,1,0
50676,80,23134,80,allow,13054,6885,6169,27,26,13,14
58627,64097,0,0,deny,62,62,0,1,0,1,0
27005,27057,3516,27057,allow,917,126,791,2,31,1,1
36079,53,36079,53,allow,235,90,145,2,32,1,1
55644,445,0,0,drop,70,70,0,1,0,1,0
21133,41620,37961,41620,allow,150,150,0,1,1199,1,0
60160,445,0,0,drop,66,66,0,1,0,1,0
54403,445,0,0,drop,70,70,0,1,0,1,0
52025,80,59666,80,allow,87927,9680,78247,101,37,40,61
47612,5228,36863,5228,allow,2880,1648,1232,22,3602,10,12
50478,445,0,0,drop,66,66,0,1,0,1,0
53756,50584,0,0,deny,66,66,0,1,0,1,0
18398,21247,0,0,deny,66,66,0,1,0,1,0
64837,445,0,0,drop,70,70,0,1,0,1,0
29109,11392,0,0,deny,146,146,0,1,0,1,0
64102,53,25876,53,allow,274,94,180,2,29,1,1
65103,445,0,0,drop,66,66,0,1,0,1,0
8820,41864,0,0,deny,143,143,0,1,0,1,0
57174,53,49887,53,allow,293,86,207,2,29,1,1
49505,53,42199,53,allow,225,110,115,2,30,1,1
49472,53,22827,53,allow,751,95,656,2,31,1,1
51831,26270,17546,26270,allow,70,70,0,1,5,1,0
55665,443,34619,443,allow,6291,1499,4792,22,17,11,11
2681,48817,0,0,deny,146,146,0,1,0,1,0
65070,53,12563,53,allow,198,102,96,2,30,1,1
64890,51180,0,0,deny,62,62,0,1,0,1,0
51948,445,0,0,drop,70,70,0,1,0,1,0
49728,443,15564,443,allow,7626,1676,5950,29,63,10,19
49934,53,41301,53,allow,752,93,659,2,30,1,1
15341,23,0,0,allow,60,60,0,1,90,1,0
993,51747,0,0,deny,66,66,0,1,0,1,0
47438,80,47438,80,allow,2886,1481,1405,10,15,6,4
43412,443,47585,443,allow,2423,1465,958,18,171,10,8
53041,443,37580,443,allow,7263,1834,5429,27,16,15,12
27008,443,27008,443,allow,1251,722,529,11,147,6,5
51968,443,63060,443,allow,5315,3154,2161,56,47,32,24
52150,80,40663,80,allow,546,300,246,10,32,6,4
50481,445,0,0,drop,70,70,0,1,0,1,0
63952,50734,27783,50734,allow,70,70,0,1,5,1,0
60241,80,52293,80,allow,29924,6743,23181,37,150,16,21
50345,80,27840,80,allow,736,670,66,6,15,5,1
59397,443,43163,443,allow,3218,1700,1518,16,15,8,8
27005,30008,37635,30008,allow,881,126,755,2,30,1,1
60363,443,28558,443,allow,5214,1101,4113,22,123,12,10
6666,138,0,0,deny,60,60,0,1,0,1,0
42144,30170,0,0,deny,146,146,0,1,0,1,0
63923,59177,22656,59177,allow,70,70,0,1,4,1,0
63586,443,51785,443,allow,12760,2205,10555,39,122,21,18
41842,443,41842,443,allow,4707,1800,2907,19,28,11,8
38678,443,31559,443,allow,484,210,274,8,26,4,4
55734,445,0,0,drop,70,70,0,1,0,1,0
50476,445,0,0,drop,70,70,0,1,0,1,0
49692,53,30173,53,allow,212,110,102,2,30,1,1
57294,443,32624,443,allow,122959,4611,118348,142,150,51,91
54380,60038,0,0,allow,66,66,0,1,90,1,0
57991,22114,0,0,deny,66,66,0,1,0,1,0
57344,53,44764,53,allow,228,110,118,2,30,1,1
51403,443,50805,443,allow,190,70,120,4,8,2,2
52111,53162,33838,53162,allow,1330,706,624,10,33,6,4
26566,44847,0,0,deny,66,66,0,1,0,1,0
63464,443,46979,443,allow,24271,2640,21631,38,123,16,22
60470,445,0,0,drop,70,70,0,1,0,1,0
61430,445,0,0,drop,70,70,0,1,0,1,0
56778,35292,48198,35292,allow,70,70,0,1,5,1,0
55458,445,0,0,drop,70,70,0,1,0,1,0
57894,443,52904,443,allow,4544,1112,3432,21,176,12,9
48458,53,30263,53,allow,168,78,90,2,31,1,1
56627,443,11832,443,allow,7889,1900,5989,20,15,11,9
38672,443,23620,443,allow,4478,1133,3345,13,35,8,5
57001,445,0,0,drop,70,70,0,1,0,1,0
65236,53,60243,53,allow,247,118,129,2,30,1,1
56263,53,42126,53,allow,214,110,104,2,30,1,1
50928,445,0,0,drop,66,66,0,1,0,1,0
60976,443,6084,443,allow,5027222,114898,4912324,4763,109,1375,3388
443,20995,0,0,deny,83,83,0,1,0,1,0
65498,53,22566,53,allow,752,93,659,2,31,1,1
63110,445,0,0,drop,70,70,0,1,0,1,0
63964,53,34726,53,allow,195,102,93,2,30,1,1
38280,443,38280,443,allow,3333,2072,1261,21,148,12,9
53150,43918,23563,43918,allow,320,140,180,6,6,3,3
56292,53,5398,53,allow,197,102,95,2,29,1,1
51717,63436,12791,63436,allow,70,70,0,2,8,2,0
62176,445,0,0,drop,66,66,0,1,0,1,0
60464,445,0,0,drop,70,70,0,1,0,1,0
49442,53,12597,53,allow,326,110,216,2,30,1,1
6729,51505,0,0,deny,62,62,0,1,0,1,0
64370,443,23826,443,allow,2783,692,2091,10,120,5,5
51233,445,0,0,drop,70,70,0,1,0,1,0
52652,443,14258,443,allow,14511,4628,9883,29,559,15,14
37790,443,42788,443,allow,448,78,370,6,25,1,5
59937,443,15432,443,allow,7701,3981,3720,27,70,12,15
61500,443,52553,443,allow,14738,2175,12563,24,16,10,14
37321,443,3162,443,allow,70,70,0,1,5,1,0
58933,445,0,0,drop,66,66,0,1,0,1,0
61148,37965,0,0,deny,66,66,0,1,0,1,0
35178,8635,35178,8635,allow,138,78,60,2,5,1,1
55052,443,42502,443,allow,4425,876,3549,15,29,8,7
48478,49903,0,0,deny,62,62,0,1,0,1,0
20957,53,20957,53,allow,216,90,126,2,30,1,1
53034,445,0,0,drop,70,70,0,1,0,1,0
44710,443,12033,443,allow,13320,3575,9745,38,26,19,19
60827,445,0,0,drop,70,70,0,1,0,1,0
53437,6057,54615,6057,allow,245,245,0,2,30,2,0
60973,443,19022,443,allow,398300,18473,379827,492,72,222,270
59898,443,27640,443,allow,1265,684,581,13,30,6,7
57432,445,0,0,drop,70,70,0,1,0,1,0
51377,443,25439,443,allow,2838,944,1894,12,135,7,5
49482,53,61985,53,allow,460,84,376,4,46,2,2
60522,443,60522,443,allow,1088,641,447,10,25,6,4
56738,53,53123,53,allow,242,110,132,2,29,1,1
46308,123,1425,123,allow,184,94,90,2,30,1,1
64780,445,0,0,drop,70,70,0,1,0,1,0
55692,53,51127,53,allow,198,102,96,2,30,1,1
17282,7000,17282,7000,allow,2163,676,1487,14,15,7,7
57253,53,25140,53,allow,199,102,97,2,29,1,1
0,0,0,0,allow,244,244,0,2,0,2,0
55386,445,0,0,drop,70,70,0,1,0,1,0
49677,25174,0,0,deny,66,66,0,1,0,1,0
52939,443,34090,443,allow,16053,6801,9252,51,115,26,25
56611,53,54736,53,allow,181,94,87,2,32,1,1
50642,80,53491,80,allow,27013,3578,23435,36,21,15,21
65075,53,1890,53,allow,278,100,178,4,31,2,2
53580,445,0,0,drop,66,66,0,1,0,1,0
49406,53,22949,53,allow,215,102,113,2,30,1,1
