Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
58691,445,0,0,66,66,0,1,0,1,0
53608,445,0,0,67,67,0,1,0,1,0
62227,445,0,0,67,67,0,1,0,1,0
56581,445,0,0,68,68,0,1,0,1,0
65502,445,0,0,69,69,0,1,0,1,0
53864,445,0,0,66,66,0,1,0,1,0
50837,445,0,0,70,70,0,1,0,1,0
54348,445,0,0,70,70,0,1,0,1,0
50228,445,0,0,66,66,0,1,0,1,0
50977,445,0,0,66,66,0,1,0,1,0
55641,445,0,0,70,70,0,1,0,1,0
52534,445,0,0,70,70,0,1,0,1,0
61867,445,0,0,66,66,0,1,0,1,0
52949,445,0,0,70,70,0,1,0,1,0
61904,445,0,0,70,70,0,1,0,1,0
64235,445,0,0,66,66,0,1,0,1,0
55996,445,0,0,70,70,0,1,0,1,0
61173,445,0,0,70,70,0,1,0,1,0
55102,445,0,0,66,66,0,1,0,1,0
55159,445,0,0,68,68,0,1,0,1,0
65528,445,0,0,70,70,0,1,0,1,0
57196,445,0,0,70,70,0,1,0,1,0
59198,445,0,0,70,70,0,1,0,1,0
58818,445,0,0,66,66,0,1,0,1,0
63967,445,0,0,66,66,0,1,0,1,0
55105,445,0,0,70,70,0,1,0,1,0
54052,445,0,0,70,70,0,1,0,1,0
64321,445,0,0,70,70,0,1,0,1,0
64436,445,0,0,70,70,0,1,0,1,0
51439,445,0,0,70,70,0,1,0,1,0
51935,445,0,0,70,70,0,1,0,1,0
49401,445,0,0,66,66,0,1,0,1,0
51694,445,0,0,70,70,0,1,0,1,0
57519,445,0,0,70,70,0,1,0,1,0
59586,445,0,0,70,70,0,1,0,1,0
55567,445,0,0,70,70,0,1,0,1,0
63646,445,0,0,66,66,0,1,0,1,0
61249,445,0,0,70,70,0,1,0,1,0
62665,445,0,0,66,66,0,1,0,1,0
61162,445,0,0,69,69,0,1,0,1,0
64605,445,0,0,70,70,0,1,0,1,0
63231,445,0,0,70,70,0,1,0,1,0
58352,445,0,0,70,70,0,1,0,1,0
53930,445,0,0,70,70,0,1,0,1,0
57929,445,0,0,70,70,0,1,0,1,0
57653,445,0,0,70,70,0,1,0,1,0
52760,445,0,0,70,70,0,1,0,1,0
50780,445,0,0,70,70,0,1,0,1,0
63240,445,0,0,66,66,0,1,0,1,0
49561,445,0,0,70,70,0,1,0,1,0
61017,445,0,0,70,70,0,1,0,1,0
49937,445,0,0,70,70,0,1,0,1,0
58501,445,0,0,66,66,0,1,0,1,0
55132,445,0,0,70,70,0,1,0,1,0
50735,445,0,0,66,66,0,1,0,1,0
62179,445,0,0,70,70,0,1,0,1,0
63070,445,0,0,66,66,0,1,0,1,0
53526,445,0,0,69,69,0,1,0,1,0
62565,445,0,0,66,66,0,1,0,1,0
51295,445,0,0,66,66,0,1,0,1,0
55319,445,0,0,67,67,0,1,0,1,0
53243,445,0,0,67,67,0,1,0,1,0
50856,445,0,0,66,66,0,1,0,1,0
57101,445,0,0,70,70,0,1,0,1,0
51825,445,0,0,67,67,0,1,0,1,0
55490,445,0,0,70,70,0,1,0,1,0
58555,445,0,0,70,70,0,1,0,1,0
54247,445,0,0,66,66,0,1,0,1,0
61930,445,0,0,66,66,0,1,0,1,0
52849,445,0,0,70,70,0,1,0,1,0
56005,445,0,0,70,70,0,1,0,1,0
60872,445,0,0,66,66,0,1,0,1,0
52454,445,0,0,70,70,0,1,0,1,0
49412,445,0,0,68,68,0,1,0,1,0
55131,445,0,0,70,70,0,1,0,1,0
54538,445,0,0,70,70,0,1,0,1,0
51243,445,0,0,66,66,0,1,0,1,0
54972,445,0,0,66,66,0,1,0,1,0
55538,445,0,0,70,70,0,1,0,1,0
54551,445,0,0,66,66,0,1,0,1,0
50951,445,0,0,70,70,0,1,0,1,0
59918,445,0,0,66,66,0,1,0,1,0
49478,445,0,0,70,70,0,1,0,1,0
51502,445,0,0,66,66,0,1,0,1,0
55657,445,0,0,70,70,0,1,0,1,0
57352,445,0,0,67,67,0,1,0,1,0
59155,445,0,0,67,67,0,1,0,1,0
55406,445,0,0,70,70,0,1,0,1,0
63466,445,0,0,70,70,0,1,0,1,0
53012,445,0,0,67,67,0,1,0,1,0
54329,445,0,0,70,70,0,1,0,1,0
63556,445,0,0,70,70,0,1,0,1,0
55851,445,0,0,69,69,0,1,0,1,0
52173,445,0,0,67,67,0,1,0,1,0
52700,445,0,0,70,70,0,1,0,1,0
64192,445,0,0,67,67,0,1,0,1,0
63330,445,0,0,66,66,0,1,0,1,0
50270,445,0,0,70,70,0,1,0,1,0
57039,445,0,0,70,70,0,1,0,1,0
50075,445,0,0,70,70,0,1,0,1,0
54931,445,0,0,66,66,0,1,0,1,0
61284,445,0,0,66,66,0,1,0,1,0
49713,445,0,0,66,66,0,1,0,1,0
50609,445,0,0,66,66,0,1,0,1,0
63052,445,0,0,68,68,0,1,0,1,0
63195,445,0,0,70,70,0,1,0,1,0
62488,445,0,0,66,66,0,1,0,1,0
52883,445,0,0,66,66,0,1,0,1,0
50907,445,0,0,66,66,0,1,0,1,0
50845,445,0,0,66,66,0,1,0,1,0
55358,445,0,0,70,70,0,1,0,1,0
54090,445,0,0,66,66,0,1,0,1,0
59638,445,0,0,67,67,0,1,0,1,0
57536,445,0,0,70,70,0,1,0,1,0
63073,445,0,0,68,68,0,1,0,1,0
49460,445,0,0,70,70,0,1,0,1,0
63160,445,0,0,66,66,0,1,0,1,0
57230,445,0,0,70,70,0,1,0,1,0
57531,445,0,0,66,66,0,1,0,1,0
50251,445,0,0,70,70,0,1,0,1,0
62807,445,0,0,70,70,0,1,0,1,0
64391,445,0,0,68,68,0,1,0,1,0
50218,445,0,0,70,70,0,1,0,1,0
60616,445,0,0,66,66,0,1,0,1,0
54869,445,0,0,70,70,0,1,0,1,0
63551,445,0,0,68,68,0,1,0,1,0
62889,445,0,0,66,66,0,1,0,1,0
63972,445,0,0,69,69,0,1,0,1,0
56342,445,0,0,66,66,0,1,0,1,0
64404,445,0,0,70,70,0,1,0,1,0
60096,445,0,0,66,66,0,1,0,1,0
53685,445,0,0,66,66,0,1,0,1,0
50721,445,0,0,68,68,0,1,0,1,0
56489,445,0,0,70,70,0,1,0,1,0
53438,445,0,0,70,70,0,1,0,1,0
63684,445,0,0,70,70,0,1,0,1,0
52748,445,0,0,70,70,0,1,0,1,0
55666,445,0,0,70,70,0,1,0,1,0
60173,445,0,0,70,70,0,1,0,1,0
60811,445,0,0,70,70,0,1,0,1,0
55912,445,0,0,68,68,0,1,0,1,0
49597,445,0,0,70,70,0,1,0,1,0
53773,445,0,0,66,66,0,1,0,1,0
64313,445,0,0,70,70,0,1,0,1,0
64937,445,0,0,67,67,0,1,0,1,0
60963,445,0,0,70,70,0,1,0,1,0
65466,445,0,0,67,67,0,1,0,1,0
65410,445,0,0,70,70,0,1,0,1,0
53577,445,0,0,66,66,0,1,0,1,0
65111,445,0,0,70,70,0,1,0,1,0
59077,445,0,0,66,66,0,1,0,1,0
59088,445,0,0,69,69,0,1,0,1,0
62371,445,0,0,70,70,0,1,0,1,0
63212,445,0,0,67,67,0,1,0,1,0
63050,445,0,0,68,68,0,1,0,1,0
57531,445,0,0,70,70,0,1,0,1,0
64151,445,0,0,70,70,0,1,0,1,0
63213,445,0,0,69,69,0,1,0,1,0
52585,445,0,0,68,68,0,1,0,1,0
63940,445,0,0,70,70,0,1,0,1,0
50336,445,0,0,66,66,0,1,0,1,0
52047,445,0,0,70,70,0,1,0,1,0
63436,445,0,0,67,67,0,1,0,1,0
65486,445,0,0,70,70,0,1,0,1,0
49402,445,0,0,66,66,0,1,0,1,0
59080,445,0,0,66,66,0,1,0,1,0
64035,445,0,0,66,66,0,1,0,1,0
58864,445,0,0,70,70,0,1,0,1,0
64729,445,0,0,68,68,0,1,0,1,0
55556,445,0,0,70,70,0,1,0,1,0
61199,445,0,0,70,70,0,1,0,1,0
53076,445,0,0,69,69,0,1,0,1,0
56914,445,0,0,67,67,0,1,0,1,0
49542,445,0,0,66,66,0,1,0,1,0
63202,445,0,0,70,70,0,1,0,1,0
63619,445,0,0,70,70,0,1,0,1,0
58370,445,0,0,66,66,0,1,0,1,0
62210,445,0,0,70,70,0,1,0,1,0
59050,445,0,0,70,70,0,1,0,1,0
61815,445,0,0,70,70,0,1,0,1,0
64555,445,0,0,70,70,0,1,0,1,0
52984,445,0,0,66,66,0,1,0,1,0
60786,445,0,0,70,70,0,1,0,1,0
51945,445,0,0,70,70,0,1,0,1,0
59294,445,0,0,69,69,0,1,0,1,0
50593,445,0,0,66,66,0,1,0,1,0
51106,445,0,0,66,66,0,1,0,1,0
50837,445,0,0,70,70,0,1,0,1,0
56278,445,0,0,70,70,0,1,0,1,0
54353,445,0,0,67,67,0,1,0,1,0
62166,445,0,0,70,70,0,1,0,1,0
51676,445,0,0,70,70,0,1,0,1,0
51441,445,0,0,69,69,0,1,0,1,0
54508,445,0,0,70,70,0,1,0,1,0
49873,445,0,0,70,70,0,1,0,1,0
60747,445,0,0,69,69,0,1,0,1,0
51027,445,0,0,70,70,0,1,0,1,0
63289,445,0,0,70,70,0,1,0,1,0
51568,445,0,0,66,66,0,1,0,1,0
61996,445,0,0,69,69,0,1,0,1,0
54987,445,0,0,67,67,0,1,0,1,0
55955,445,0,0,70,70,0,1,0,1,0
50507,445,0,0,70,70,0,1,0,1,0
49833,445,0,0,70,70,0,1,0,1,0
50848,445,0,0,70,70,0,1,0,1,0
51862,445,0,0,70,70,0,1,0,1,0
65476,445,0,0,69,69,0,1,0,1,0
54150,445,0,0,70,70,0,1,0,1,0
52379,445,0,0,68,68,0,1,0,1,0
60126,445,0,0,70,70,0,1,0,1,0
56806,445,0,0,70,70,0,1,0,1,0
62379,445,0,0,70,70,0,1,0,1,0
53950,445,0,0,66,66,0,1,0,1,0
58244,445,0,0,66,66,0,1,0,1,0
49472,445,0,0,70,70,0,1,0,1,0
56893,445,0,0,66,66,0,1,0,1,0
54709,445,0,0,66,66,0,1,0,1,0
51631,445,0,0,70,70,0,1,0,1,0
50265,445,0,0,70,70,0,1,0,1,0
64803,445,0,0,70,70,0,1,0,1,0
61622,445,0,0,66,66,0,1,0,1,0
54358,445,0,0,70,70,0,1,0,1,0
64845,445,0,0,70,70,0,1,0,1,0
55229,445,0,0,70,70,0,1,0,1,0
65188,445,0,0,70,70,0,1,0,1,0
57616,445,0,0,70,70,0,1,0,1,0
57477,445,0,0,68,68,0,1,0,1,0
56023,445,0,0,68,68,0,1,0,1,0
50524,445,0,0,68,68,0,1,0,1,0
52883,445,0,0,70,70,0,1,0,1,0
60689,445,0,0,68,68,0,1,0,1,0
51434,445,0,0,70,70,0,1,0,1,0
57291,445,0,0,70,70,0,1,0,1,0
65335,445,0,0,70,70,0,1,0,1,0
60375,445,0,0,70,70,0,1,0,1,0
56832,445,0,0,70,70,0,1,0,1,0
50546,445,0,0,66,66,0,1,0,1,0
55447,445,0,0,70,70,0,1,0,1,0
52599,445,0,0,66,66,0,1,0,1,0
56615,445,0,0,70,70,0,1,0,1,0
53496,445,0,0,66,66,0,1,0,1,0
51782,445,0,0,70,70,0,1,0,1,0
51162,445,0,0,70,70,0,1,0,1,0
62913,445,0,0,70,70,0,1,0,1,0
50684,445,0,0,70,70,0,1,0,1,0
63793,445,0,0,70,70,0,1,0,1,0
57453,445,0,0,70,70,0,1,0,1,0
62936,445,0,0,67,67,0,1,0,1,0
52378,445,0,0,70,70,0,1,0,1,0
64162,445,0,0,70,70,0,1,0,1,0
61447,445,0,0,66,66,0,1,0,1,0
64211,445,0,0,70,70,0,1,0,1,0
50816,445,0,0,70,70,0,1,0,1,0
54967,445,0,0,69,69,0,1,0,1,0
53726,445,0,0,70,70,0,1,0,1,0
50866,445,0,0,66,66,0,1,0,1,0
55724,445,0,0,70,70,0,1,0,1,0
49411,445,0,0,69,69,0,1,0,1,0
52299,445,0,0,66,66,0,1,0,1,0
60529,445,0,0,70,70,0,1,0,1,0
64882,445,0,0,67,67,0,1,0,1,0
60353,445,0,0,70,70,0,1,0,1,0
59320,445,0,0,70,70,0,1,0,1,0
61252,445,0,0,70,70,0,1,0,1,0
49884,445,0,0,70,70,0,1,0,1,0
58958,445,0,0,70,70,0,1,0,1,0
61731,445,0,0,70,70,0,1,0,1,0
54990,445,0,0,70,70,0,1,0,1,0
59475,445,0,0,66,66,0,1,0,1,0
63902,445,0,0,66,66,0,1,0,1,0
54962,445,0,0,68,68,0,1,0,1,0
56990,445,0,0,70,70,0,1,0,1,0
64565,445,0,0,70,70,0,1,0,1,0
56053,445,0,0,70,70,0,1,0,1,0
56792,445,0,0,70,70,0,1,0,1,0
65137,445,0,0,66,66,0,1,0,1,0
53189,445,0,0,66,66,0,1,0,1,0
57443,445,0,0,69,69,0,1,0,1,0
54872,445,0,0,70,70,0,1,0,1,0
62586,445,0,0,70,70,0,1,0,1,0
57930,445,0,0,70,70,0,1,0,1,0
54890,445,0,0,70,70,0,1,0,1,0
55998,445,0,0,66,66,0,1,0,1,0
63439,445,0,0,66,66,0,1,0,1,0
56303,445,0,0,66,66,0,1,0,1,0
50828,445,0,0,70,70,0,1,0,1,0
59940,445,0,0,70,70,0,1,0,1,0
62724,445,0,0,70,70,0,1,0,1,0
49369,445,0,0,70,70,0,1,0,1,0
50887,445,0,0,70,70,0,1,0,1,0
60302,445,0,0,67,67,0,1,0,1,0
54192,445,0,0,70,70,0,1,0,1,0
59015,445,0,0,66,66,0,1,0,1,0
64423,445,0,0,66,66,0,1,0,1,0
60405,445,0,0,70,70,0,1,0,1,0
54331,445,0,0,70,70,0,1,0,1,0
51593,445,0,0,70,70,0,1,0,1,0
50524,445,0,0,70,70,0,1,0,1,0
60148,445,0,0,66,66,0,1,0,1,0
55514,445,0,0,70,70,0,1,0,1,0
53047,445,0,0,70,70,0,1,0,1,0
50364,445,0,0,69,69,0,1,0,1,0
55980,445,0,0,70,70,0,1,0,1,0
59357,445,0,0,70,70,0,1,0,1,0
54233,445,0,0,70,70,0,1,0,1,0
53765,445,0,0,70,70,0,1,0,1,0
52067,445,0,0,70,70,0,1,0,1,0
56745,445,0,0,66,66,0,1,0,1,0
53417,445,0,0,68,68,0,1,0,1,0
65196,445,0,0,68,68,0,1,0,1,0
57347,445,0,0,66,66,0,1,0,1,0
57943,445,0,0,70,70,0,1,0,1,0
51675,445,0,0,70,70,0,1,0,1,0
51160,445,0,0,70,70,0,1,0,1,0
61179,445,0,0,70,70,0,1,0,1,0
52632,445,0,0,70,70,0,1,0,1,0
53753,445,0,0,66,66,0,1,0,1,0
58677,445,0,0,69,69,0,1,0,1,0
52064,445,0,0,70,70,0,1,0,1,0
56896,445,0,0,66,66,0,1,0,1,0
56337,445,0,0,70,70,0,1,0,1,0
53805,445,0,0,70,70,0,1,0,1,0
55647,445,0,0,70,70,0,1,0,1,0
51728,445,0,0,67,67,0,1,0,1,0
49970,445,0,0,66,66,0,1,0,1,0
59314,445,0,0,70,70,0,1,0,1,0
50290,445,0,0,70,70,0,1,0,1,0
52671,445,0,0,67,67,0,1,0,1,0
59972,445,0,0,66,66,0,1,0,1,0
50273,445,0,0,70,70,0,1,0,1,0
53715,445,0,0,70,70,0,1,0,1,0
49762,445,0,0,66,66,0,1,0,1,0
54677,445,0,0,67,67,0,1,0,1,0
62296,445,0,0,68,68,0,1,0,1,0
56583,445,0,0,70,70,0,1,0,1,0
62011,445,0,0,66,66,0,1,0,1,0
52300,445,0,0,68,68,0,1,0,1,0
65531,445,0,0,66,66,0,1,0,1,0
55833,445,0,0,67,67,0,1,0,1,0
50735,445,0,0,66,66,0,1,0,1,0
50685,445,0,0,70,70,0,1,0,1,0
59967,445,0,0,70,70,0,1,0,1,0
58683,445,0,0,66,66,0,1,0,1,0
50069,445,0,0,70,70,0,1,0,1,0
49970,445,0,0,70,70,0,1,0,1,0
56938,445,0,0,70,70,0,1,0,1,0
64585,445,0,0,67,67,0,1,0,1,0
49685,445,0,0,67,67,0,1,0,1,0
61389,445,0,0,66,66,0,1,0,1,0
62775,445,0,0,68,68,0,1,0,1,0
53243,445,0,0,68,68,0,1,0,1,0
53932,445,0,0,66,66,0,1,0,1,0
54275,445,0,0,70,70,0,1,0,1,0
51069,445,0,0,66,66,0,1,0,1,0
57186,445,0,0,70,70,0,1,0,1,0
58889,445,0,0,66,66,0,1,0,1,0
60994,445,0,0,70,70,0,1,0,1,0
51657,445,0,0,70,70,0,1,0,1,0
57789,445,0,0,66,66,0,1,0,1,0
62225,445,0,0,70,70,0,1,0,1,0
60773,445,0,0,66,66,0,1,0,1,0
51288,445,0,0,70,70,0,1,0,1,0
59050,445,0,0,70,70,0,1,0,1,0
62910,445,0,0,70,70,0,1,0,1,0
62725,445,0,0,70,70,0,1,0,1,0
51042,445,0,0,70,70,0,1,0,1,0
54955,445,0,0,70,70,0,1,0,1,0
58198,445,0,0,70,70,0,1,0,1,0
62815,445,0,0,66,66,0,1,0,1,0
50819,445,0,0,66,66,0,1,0,1,0
51871,445,0,0,68,68,0,1,0,1,0
57353,445,0,0,70,70,0,1,0,1,0
53598,445,0,0,70,70,0,1,0,1,0
49662,445,0,0,70,70,0,1,0,1,0
62202,445,0,0,66,66,0,1,0,1,0
64949,445,0,0,70,70,0,1,0,1,0
54276,445,0,0,70,70,0,1,0,1,0
64540,445,0,0,70,70,0,1,0,1,0
62488,445,0,0,66,66,0,1,0,1,0
55814,445,0,0,70,70,0,1,0,1,0
54959,445,0,0,70,70,0,1,0,1,0
65071,445,0,0,70,70,0,1,0,1,0
63937,445,0,0,70,70,0,1,0,1,0
50837,445,0,0,69,69,0,1,0,1,0
51806,445,0,0,70,70,0,1,0,1,0
53269,445,0,0,70,70,0,1,0,1,0
61337,445,0,0,66,66,0,1,0,1,0
64556,445,0,0,70,70,0,1,0,1,0
58894,445,0,0,66,66,0,1,0,1,0
60084,445,0,0,70,70,0,1,0,1,0
56499,445,0,0,66,66,0,1,0,1,0
51825,445,0,0,68,68,0,1,0,1,0
51123,445,0,0,66,66,0,1,0,1,0
52199,445,0,0,66,66,0,1,0,1,0
54593,445,0,0,68,68,0,1,0,1,0
61800,445,0,0,69,69,0,1,0,1,0
52207,445,0,0,70,70,0,1,0,1,0
54396,445,0,0,66,66,0,1,0,1,0
53292,445,0,0,66,66,0,1,0,1,0
53946,445,0,0,66,66,0,1,0,1,0
54526,445,0,0,69,69,0,1,0,1,0
58054,445,0,0,66,66,0,1,0,1,0
62528,445,0,0,70,70,0,1,0,1,0
62999,445,0,0,66,66,0,1,0,1,0
52312,445,0,0,70,70,0,1,0,1,0
60783,445,0,0,70,70,0,1,0,1,0
50497,445,0,0,70,70,0,1,0,1,0
52983,445,0,0,66,66,0,1,0,1,0
59016,445,0,0,70,70,0,1,0,1,0
52178,445,0,0,70,70,0,1,0,1,0
64032,445,0,0,67,67,0,1,0,1,0
65515,445,0,0,66,66,0,1,0,1,0
62913,445,0,0,70,70,0,1,0,1,0
56914,445,0,0,66,66,0,1,0,1,0
52069,445,0,0,70,70,0,1,0,1,0
60166,445,0,0,70,70,0,1,0,1,0
52826,445,0,0,70,70,0,1,0,1,0
51116,445,0,0,67,67,0,1,0,1,0
62485,445,0,0,66,66,0,1,0,1,0
51597,445,0,0,70,70,0,1,0,1,0
55084,445,0,0,70,70,0,1,0,1,0
55131,445,0,0,70,70,0,1,0,1,0
61553,445,0,0,70,70,0,1,0,1,0
51560,445,0,0,70,70,0,1,0,1,0
59177,445,0,0,68,68,0,1,0,1,0
64604,445,0,0,66,66,0,1,0,1,0
55799,445,0,0,70,70,0,1,0,1,0
64587,445,0,0,67,67,0,1,0,1,0
60601,445,0,0,70,70,0,1,0,1,0
55745,445,0,0,70,70,0,1,0,1,0
59276,445,0,0,66,66,0,1,0,1,0
55608,445,0,0,70,70,0,1,0,1,0
57884,445,0,0,70,70,0,1,0,1,0
50672,445,0,0,66,66,0,1,0,1,0
62834,445,0,0,70,70,0,1,0,1,0
59738,445,0,0,70,70,0,1,0,1,0
51205,445,0,0,70,70,0,1,0,1,0
54397,445,0,0,66,66,0,1,0,1,0
61463,445,0,0,67,67,0,1,0,1,0
60506,445,0,0,66,66,0,1,0,1,0
53684,445,0,0,66,66,0,1,0,1,0
62569,445,0,0,69,69,0,1,0,1,0
59068,445,0,0,70,70,0,1,0,1,0
51172,445,0,0,70,70,0,1,0,1,0
59590,445,0,0,70,70,0,1,0,1,0
59018,445,0,0,66,66,0,1,0,1,0
64082,445,0,0,67,67,0,1,0,1,0
51678,445,0,0,70,70,0,1,0,1,0
52224,445,0,0,70,70,0,1,0,1,0
55557,445,0,0,70,70,0,1,0,1,0
60191,445,0,0,69,69,0,1,0,1,0
55573,445,0,0,66,66,0,1,0,1,0
54059,445,0,0,66,66,0,1,0,1,0
59141,445,0,0,70,70,0,1,0,1,0
53705,445,0,0,67,67,0,1,0,1,0
59169,445,0,0,68,68,0,1,0,1,0
50272,445,0,0,70,70,0,1,0,1,0
51343,445,0,0,70,70,0,1,0,1,0
54130,445,0,0,70,70,0,1,0,1,0
63527,445,0,0,66,66,0,1,0,1,0
52333,445,0,0,70,70,0,1,0,1,0
56537,445,0,0,70,70,0,1,0,1,0
54776,445,0,0,66,66,0,1,0,1,0
57701,445,0,0,70,70,0,1,0,1,0
55403,445,0,0,68,68,0,1,0,1,0
54489,445,0,0,70,70,0,1,0,1,0
50019,445,0,0,70,70,0,1,0,1,0
60593,445,0,0,69,69,0,1,0,1,0
56005,445,0,0,66,66,0,1,0,1,0
58397,445,0,0,70,70,0,1,0,1,0
59839,445,0,0,66,66,0,1,0,1,0
65227,445,0,0,70,70,0,1,0,1,0
55558,445,0,0,70,70,0,1,0,1,0
57078,445,0,0,68,68,0,1,0,1,0
65197,445,0,0,70,70,0,1,0,1,0
62586,445,0,0,69,69,0,1,0,1,0
50463,445,0,0,70,70,0,1,0,1,0
53267,445,0,0,66,66,0,1,0,1,0
57428,445,0,0,66,66,0,1,0,1,0
59701,445,0,0,70,70,0,1,0,1,0
52976,445,0,0,70,70,0,1,0,1,0
64986,445,0,0,66,66,0,1,0,1,0
54566,445,0,0,70,70,0,1,0,1,0
51380,445,0,0,66,66,0,1,0,1,0
63273,445,0,0,70,70,0,1,0,1,0
51501,445,0,0,70,70,0,1,0,1,0
50413,445,0,0,66,66,0,1,0,1,0
59550,445,0,0,66,66,0,1,0,1,0
53753,445,0,0,66,66,0,1,0,1,0
60177,445,0,0,66,66,0,1,0,1,0
56509,445,0,0,66,66,0,1,0,1,0
56277,445,0,0,66,66,0,1,0,1,0
60548,445,0,0,70,70,0,1,0,1,0
54812,445,0,0,68,68,0,1,0,1,0
64657,445,0,0,70,70,0,1,0,1,0
63209,445,0,0,70,70,0,1,0,1,0
60015,445,0,0,70,70,0,1,0,1,0
50711,445,0,0,70,70,0,1,0,1,0
63670,445,0,0,67,67,0,1,0,1,0
63070,445,0,0,70,70,0,1,0,1,0
64462,445,0,0,70,70,0,1,0,1,0
52059,445,0,0,70,70,0,1,0,1,0
50364,445,0,0,68,68,0,1,0,1,0
55644,445,0,0,70,70,0,1,0,1,0
61879,445,0,0,70,70,0,1,0,1,0
50885,445,0,0,67,67,0,1,0,1,0
55192,445,0,0,69,69,0,1,0,1,0
50978,445,0,0,66,66,0,1,0,1,0
62085,445,0,0,70,70,0,1,0,1,0
64543,445,0,0,70,70,0,1,0,1,0
55814,445,0,0,70,70,0,1,0,1,0
64179,445,0,0,68,68,0,1,0,1,0
50942,445,0,0,70,70,0,1,0,1,0
64810,445,0,0,66,66,0,1,0,1,0
51946,445,0,0,70,70,0,1,0,1,0
62489,445,0,0,66,66,0,1,0,1,0
59997,445,0,0,70,70,0,1,0,1,0
58768,445,0,0,70,70,0,1,0,1,0
52633,445,0,0,70,70,0,1,0,1,0
59335,445,0,0,66,66,0,1,0,1,0
59143,445,0,0,70,70,0,1,0,1,0
64884,445,0,0,70,70,0,1,0,1,0
62538,445,0,0,66,66,0,1,0,1,0
52858,445,0,0,70,70,0,1,0,1,0
53459,445,0,0,70,70,0,1,0,1,0
51979,445,0,0,69,69,0,1,0,1,0
59339,445,0,0,67,67,0,1,0,1,0
58419,445,0,0,70,70,0,1,0,1,0
56617,445,0,0,70,70,0,1,0,1,0
55515,445,0,0,70,70,0,1,0,1,0
58262,445,0,0,69,69,0,1,0,1,0
55515,445,0,0,70,70,0,1,0,1,0
52522,445,0,0,70,70,0,1,0,1,0
60310,445,0,0,66,66,0,1,0,1,0
58793,445,0,0,67,67,0,1,0,1,0
56942,445,0,0,70,70,0,1,0,1,0
59348,445,0,0,70,70,0,1,0,1,0
64460,445,0,0,70,70,0,1,0,1,0
54680,445,0,0,70,70,0,1,0,1,0
57263,445,0,0,68,68,0,1,0,1,0
59474,445,0,0,66,66,0,1,0,1,0
54543,445,0,0,70,70,0,1,0,1,0
56262,445,0,0,70,70,0,1,0,1,0
49466,445,0,0,68,68,0,1,0,1,0
59343,445,0,0,70,70,0,1,0,1,0
54507,445,0,0,70,70,0,1,0,1,0
62681,445,0,0,68,68,0,1,0,1,0
63456,445,0,0,66,66,0,1,0,1,0
60936,445,0,0,68,68,0,1,0,1,0
50711,445,0,0,70,70,0,1,0,1,0
64472,445,0,0,66,66,0,1,0,1,0
65376,445,0,0,66,66,0,1,0,1,0
50867,445,0,0,70,70,0,1,0,1,0
61295,445,0,0,66,66,0,1,0,1,0
64245,445,0,0,69,69,0,1,0,1,0
63565,445,0,0,67,67,0,1,0,1,0
63557,445,0,0,70,70,0,1,0,1,0
52755,445,0,0,70,70,0,1,0,1,0
61220,445,0,0,70,70,0,1,0,1,0
57925,445,0,0,70,70,0,1,0,1,0
50289,445,0,0,70,70,0,1,0,1,0
57268,445,0,0,69,69,0,1,0,1,0
54403,445,0,0,70,70,0,1,0,1,0
64734,445,0,0,70,70,0,1,0,1,0
50572,445,0,0,70,70,0,1,0,1,0
51620,445,0,0,66,66,0,1,0,1,0
64562,445,0,0,70,70,0,1,0,1,0
57120,445,0,0,66,66,0,1,0,1,0
52313,445,0,0,70,70,0,1,0,1,0
60487,445,0,0,66,66,0,1,0,1,0
61331,445,0,0,70,70,0,1,0,1,0
55520,445,0,0,70,70,0,1,0,1,0
54956,445,0,0,70,70,0,1,0,1,0
52882,445,0,0,68,68,0,1,0,1,0
53123,445,0,0,67,67,0,1,0,1,0
50784,445,0,0,70,70,0,1,0,1,0
55713,445,0,0,66,66,0,1,0,1,0
59516,445,0,0,70,70,0,1,0,1,0
52636,445,0,0,70,70,0,1,0,1,0
59327,445,0,0,69,69,0,1,0,1,0
53702,445,0,0,68,68,0,1,0,1,0
57704,445,0,0,70,70,0,1,0,1,0
60044,445,0,0,67,67,0,1,0,1,0
59686,445,0,0,66,66,0,1,0,1,0
53114,445,0,0,66,66,0,1,0,1,0
65335,445,0,0,69,69,0,1,0,1,0
65233,445,0,0,70,70,0,1,0,1,0
50489,445,0,0,70,70,0,1,0,1,0
54571,445,0,0,70,70,0,1,0,1,0
53425,445,0,0,66,66,0,1,0,1,0
53147,445,0,0,69,69,0,1,0,1,0
49498,445,0,0,70,70,0,1,0,1,0
50609,445,0,0,66,66,0,1,0,1,0
62232,445,0,0,66,66,0,1,0,1,0
64936,445,0,0,66,66,0,1,0,1,0
53431,445,0,0,68,68,0,1,0,1,0
51015,445,0,0,66,66,0,1,0,1,0
65324,445,0,0,66,66,0,1,0,1,0
62643,445,0,0,70,70,0,1,0,1,0
55607,445,0,0,70,70,0,1,0,1,0
58807,445,0,0,70,70,0,1,0,1,0
50292,445,0,0,66,66,0,1,0,1,0
62384,445,0,0,70,70,0,1,0,1,0
64512,445,0,0,70,70,0,1,0,1,0
55721,445,0,0,70,70,0,1,0,1,0
